--------- beginning of main
03-12 21:17:22.123  2007  4932 I sensors-hal: qsh_conn_event_cb:857, SCHED_FIFO(10) for qmi_cbk
03-12 21:17:22.145  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.145  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.145  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.145  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.145  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.146  2007  2007 I sensors-hal: set_config:60, sample_period_ns is adjusted to 16666000 based on min/max delay_ns
03-12 21:17:22.146  2007  2007 I sensors-hal: batch:363, android.sensor.game_rotation_vector/151, period=16666000, max_latency=0 request completed
03-12 21:17:22.146  2007  2007 I sensors-hal: activate:300, android.sensor.game_rotation_vector/151 en=1
03-12 21:17:22.146  2007  2007 I sensors-hal: acquire_qsh_interface:139, acquire_qsh_interface with sensor_id 35 , conn_type 3 
03-12 21:17:22.146  2007  2007 I sensors-hal: worker:51, worker(0xb400007a0f4d8950) is created with tid= 4975
03-12 21:17:22.147  1985  2158 I minksocket: MinkIPC MESSAGE: ( 1985:2158 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f6550 sock = 13, client with node 1 port 6177 went down
03-12 21:17:22.147  1985  2180 I minksocket: MinkIPC MESSAGE: ( 1985:2180 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f7730 sock = 33, client with node 1 port 6177 went down
03-12 21:17:22.148  1985  2180 I minksocket: MinkIPC MESSAGE: ( 1985:2180 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f7730 sock = 33, client with node 1 port 6178 went down
03-12 21:17:22.148  1985  2158 I minksocket: MinkIPC MESSAGE: ( 1985:2158 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f6550 sock = 13, client with node 1 port 6178 went down
03-12 21:17:22.149  1985  2158 I minksocket: MinkIPC MESSAGE: ( 1985:2158 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f6550 sock = 13, client with node 1 port 6179 went down
03-12 21:17:22.149  1985  2180 I minksocket: MinkIPC MESSAGE: ( 1985:2180 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f7730 sock = 33, client with node 1 port 6179 went down
03-12 21:17:22.149  2007  2007 I sensors-hal: qsh_qmi:31, qsh_qmi
03-12 21:17:22.149  2007  2007 I sensors-hal: register_cb:304, suid(low=9921513099128050929,high=10978744344367743962) is new. register callbacks
03-12 21:17:22.149  2007  2007 I sensors-hal: send_sync_sensor_request:508, send sync request
03-12 21:17:22.149  2007  2007 I sensors-hal: send_sync_sensor_request:518, send_sync_sensor_request before send_request for game_rv with SUID low=9921513099128050929 high=10978744344367743962
03-12 21:17:22.149  2007  2007 I sensors-hal: send_sync_sensor_request:537, wait for notification of response
03-12 21:17:22.150  1985  2180 I minksocket: MinkIPC MESSAGE: ( 1985:2180 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f7730 sock = 33, client with node 1 port 617a went down
03-12 21:17:22.150  1985  2158 I minksocket: MinkIPC MESSAGE: ( 1985:2158 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f6550 sock = 13, client with node 1 port 617a went down
03-12 21:17:22.151  2007  4976 I sensors-hal: qsh_conn_resp_cb:930, resp_value = 0 for game_rv 
03-12 21:17:22.151  2007  2007 I sensors-hal: send_sync_sensor_request:543, takes 1 ms to receive the response with 0
03-12 21:17:22.151  2007  2007 I sensors-hal: activate:330, android.sensor.game_rotation_vector/151 en=1 completed
03-12 21:17:22.151  2931  3228 D SensorManager: registerListener :: 151, Game Rotation Vector  Non-wakeup, 16666, 0, 
03-12 21:17:22.152  2007  2007 I sensors-hal: activate:300, android.sensor.game_rotation_vector/151 en=0
03-12 21:17:22.152  2007  2007 I sensors-hal: send_sync_sensor_request:508, send sync request
03-12 21:17:22.152  2007  2007 I sensors-hal: send_sync_sensor_request:518, send_sync_sensor_request before send_request for game_rv with SUID low=9921513099128050929 high=10978744344367743962
03-12 21:17:22.152  2007  2007 I sensors-hal: send_sync_sensor_request:537, wait for notification of response
03-12 21:17:22.152  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.152  2007  4976 I sensors-hal: qsh_conn_resp_cb:930, resp_value = 0 for game_rv 
03-12 21:17:22.152  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.152  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.152  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.152  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.152  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.152  2007  2007 I sensors-hal: send_sync_sensor_request:543, takes 0 ms to receive the response with 0
03-12 21:17:22.153  2007  2007 I sensors-hal: ~worker:65, worker(0xb400007a0f4d8950) send sig to tid= 4975
03-12 21:17:22.153  2007  2007 I sensors-hal: ~worker:74, worker(0xb400007a0f4d8950) is destroyed, remaining task = 0, tid= 4975
03-12 21:17:22.153  2007  2007 I sensors-hal: ~qsh_qmi:58, ~qsh_qmi
03-12 21:17:22.153  2007  2007 I sensors-hal: activate:330, android.sensor.game_rotation_vector/151 en=0 completed
03-12 21:17:22.153  2931  3228 D SensorManager: unregisterListener
03-12 21:17:22.154  1985  2158 I minksocket: MinkIPC MESSAGE: ( 1985:2158 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f6550 sock = 13, client with node 1 port 617b went down
03-12 21:17:22.154  1985  2180 I minksocket: MinkIPC MESSAGE: ( 1985:2180 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f7730 sock = 33, client with node 1 port 617b went down
03-12 21:17:22.155  2007  2007 I sensors-hal: set_config:60, sample_period_ns is adjusted to 16666000 based on min/max delay_ns
03-12 21:17:22.155  2007  2007 I sensors-hal: batch:363, android.sensor.game_rotation_vector/151, period=16666000, max_latency=0 request completed
03-12 21:17:22.155  2007  2007 I sensors-hal: activate:300, android.sensor.game_rotation_vector/151 en=1
03-12 21:17:22.155  2007  2007 I sensors-hal: acquire_qsh_interface:139, acquire_qsh_interface with sensor_id 35 , conn_type 3 
03-12 21:17:22.156  2007  2007 I sensors-hal: worker:51, worker(0xb400007a0f4d8950) is created with tid= 4978
03-12 21:17:22.156  1985  2158 I minksocket: MinkIPC MESSAGE: ( 1985:2158 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f6550 sock = 13, client with node 1 port 617c went down
03-12 21:17:22.156  1985  2180 I minksocket: MinkIPC MESSAGE: ( 1985:2180 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f7730 sock = 33, client with node 1 port 617c went down
03-12 21:17:22.157  1985  2180 I minksocket: MinkIPC MESSAGE: ( 1985:2180 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f7730 sock = 33, client with node 1 port 617d went down
03-12 21:17:22.157  1985  2158 I minksocket: MinkIPC MESSAGE: ( 1985:2158 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f6550 sock = 13, client with node 1 port 617d went down
03-12 21:17:22.157  1985  2180 I minksocket: MinkIPC MESSAGE: ( 1985:2180 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f7730 sock = 33, client with node 1 port 617e went down
03-12 21:17:22.157  1985  2158 I minksocket: MinkIPC MESSAGE: ( 1985:2158 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f6550 sock = 13, client with node 1 port 617e went down
03-12 21:17:22.158  2007  2007 I sensors-hal: qsh_qmi:31, qsh_qmi
03-12 21:17:22.158  2007  2007 I sensors-hal: register_cb:304, suid(low=9921513099128050929,high=10978744344367743962) is new. register callbacks
03-12 21:17:22.158  1985  2180 I minksocket: MinkIPC MESSAGE: ( 1985:2180 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f7730 sock = 33, client with node 1 port 617f went down
03-12 21:17:22.158  1985  2158 I minksocket: MinkIPC MESSAGE: ( 1985:2158 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f6550 sock = 13, client with node 1 port 617f went down
03-12 21:17:22.158  2007  2007 I sensors-hal: send_sync_sensor_request:508, send sync request
03-12 21:17:22.158  2007  2007 I sensors-hal: send_sync_sensor_request:518, send_sync_sensor_request before send_request for game_rv with SUID low=9921513099128050929 high=10978744344367743962
03-12 21:17:22.159  2007  2007 I sensors-hal: send_sync_sensor_request:537, wait for notification of response
03-12 21:17:22.159  2007  4979 I sensors-hal: qsh_conn_resp_cb:930, resp_value = 0 for game_rv 
03-12 21:17:22.160  2007  2007 I sensors-hal: send_sync_sensor_request:543, takes 1 ms to receive the response with 0
03-12 21:17:22.160  2007  2007 I sensors-hal: activate:330, android.sensor.game_rotation_vector/151 en=1 completed
03-12 21:17:22.160  2931  3228 D SensorManager: registerListener :: 151, Game Rotation Vector  Non-wakeup, 16666, 0, 
03-12 21:17:22.160  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.160  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.160  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.160  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.160  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.160  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.161  2007  2007 I sensors-hal: activate:300, android.sensor.game_rotation_vector/151 en=0
03-12 21:17:22.161  2007  2007 I sensors-hal: send_sync_sensor_request:508, send sync request
03-12 21:17:22.161  2007  2007 I sensors-hal: send_sync_sensor_request:518, send_sync_sensor_request before send_request for game_rv with SUID low=9921513099128050929 high=10978744344367743962
03-12 21:17:22.161  2007  2007 I sensors-hal: send_sync_sensor_request:537, wait for notification of response
03-12 21:17:22.161  2007  4979 I sensors-hal: qsh_conn_resp_cb:930, resp_value = 0 for game_rv 
03-12 21:17:22.162  2007  2007 I sensors-hal: send_sync_sensor_request:543, takes 0 ms to receive the response with 0
03-12 21:17:22.162  2007  2007 I sensors-hal: ~worker:65, worker(0xb400007a0f4d8950) send sig to tid= 4978
03-12 21:17:22.162  1985  2180 I minksocket: MinkIPC MESSAGE: ( 1985:2180 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f7730 sock = 33, client with node 1 port 6180 went down
03-12 21:17:22.162  1985  2158 I minksocket: MinkIPC MESSAGE: ( 1985:2158 ) MinkIPC_QRTR_Service:351 minkipc = 0xb400006d4d3f6550 sock = 13, client with node 1 port 6180 went down
03-12 21:17:22.162  2007  2007 I sensors-hal: ~worker:74, worker(0xb400007a0f4d8950) is destroyed, remaining task = 0, tid= 4978
03-12 21:17:22.162  2007  2007 I sensors-hal: ~qsh_qmi:58, ~qsh_qmi
03-12 21:17:22.162  2007  2007 I sensors-hal: activate:330, android.sensor.game_rotation_vector/151 en=0 completed
03-12 21:17:22.163  2931  3228 D SensorManager: unregisterListener
03-12 21:17:22.169  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.169  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.169  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.169  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.169  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.169  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.177  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.178  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.178  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.178  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.178  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.178  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.186  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.186  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.186  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.186  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.187  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.187  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.194  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.194  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.194  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.194  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.194  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.195  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.202  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.202  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.203  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.203  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.203  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.203  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.211  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.212  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.212  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.212  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.213  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.213  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.220  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.220  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.220  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.221  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.221  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.221  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.226  3003  4086 D NetdEventListenerService: DNS Requested by 110, 10462(mnn.Android), SUCCESS, 33ms
03-12 21:17:22.229  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.229  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.229  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.229  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.229  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.229  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.236  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.236  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.236  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.236  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.237  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.237  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.244  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.244  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.244  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.244  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.244  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.244  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.246  3003  4086 D NetdEventListenerService: DNS Requested by 110, 10462(mnn.Android), SUCCESS, 1ms
03-12 21:17:22.250  2148  2237 I appium  : channel read: GET /session/fc623a37-ac3a-4399-9d75-76161aeb442c/source
03-12 21:17:22.252  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.252  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.253  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.253  2148  2237 I appium  : Source command
03-12 21:17:22.253  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.253  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.253  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.255  2148  2237 I appium  : Waiting up to 10000ms for the device to idle
03-12 21:17:22.260  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.261  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.261  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.261  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.261  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.261  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.269  3003  4086 D NetdEventListenerService: DNS Requested by 110, 10462(mnn.Android), SUCCESS, 27ms
03-12 21:17:22.275  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.275  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.275  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.276  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.276  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.276  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.277  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.277  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.277  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
03-12 21:17:22.277  3252  3649 E chromium: [ERROR:cc/tiles/tile_manager.cc:998] WARNING: tile memory limits exceeded, some content may not draw
